root;compressed_script;encryption;crypt_aes;crypt_blowfish;transaction_control;txc_mvlocks;txc_mvcc;txc_locks;table_type;memory_tables;cached_tables;small_cache;large_cache;logging;detailed_logging;no_write_delay;small_log;energy;performance
1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;1;7.155;263.4
1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;7.4102;263.4
1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;7.0528;262.6
1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;7.4012;263.8
1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;7.3864;263.6
1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;7.4052;249.8
1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;7.4076;250
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;7.4018;250.6
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;6.6322;250.2
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;6.6734;251.6
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;6.7952;251.4
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;6.7586;249.6
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;0;6.6516;249.8
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;1;6.67;251.4
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;1;7.4236;251.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;7.4006;249.8
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;6.6868;249.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;6.6266;249.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;1;6.6724;251.2
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;7.476;251.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;7.3856;249.8
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;6.6558;250
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;1;6.6506;251.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;1;6.7804;251.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;6.6376;249.8
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;6.6398;251.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;6.7792;251.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;6.721;249.8
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;6.7504;249.6
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;6.6426;249.8
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;1;6.6902;251.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;7.4696;251.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;7.354;249.6
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;1;0;6.6588;250
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;1;1;6.6936;251.6
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;1;6.835;251.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;6.6424;250
1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1;1;6.7188;251.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;7.4486;251.2
1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;6.6464;250.2
1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;1;6.6718;251.2
1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;6.776;251.8
1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;8.9416;321
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;8.9822;321.2
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;1;0;8.8114;321.2
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;1;1;8.7994;322.4
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;9.8394;322
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;8.9308;320.2
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;0;8.802;320.2
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;8.7678;323
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;0;1;9.813;322.2
1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;8.8834;320.2
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;8.8754;320.2
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;8.8222;320.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;1;8.7376;322
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;9.7744;322
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;8.9162;320.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;8.8028;320.8
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;8.7486;322
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;1;9.7516;321.8
1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;8.7624;320.2
1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;1;8.7042;321.8
1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;9.7576;321.8
1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;8.946;319.8
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;8.8996;320
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;8.79;320.2
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;1;8.7128;322
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;9.7604;321.8
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;8.9092;320.2
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;8.804;320.2
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;8.7322;322
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;1;9.7516;321.6
1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;8.827;320.4
1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;8.7396;322
1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;9.76;322
1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;8.8064;320.8
1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;1;8.7326;321.8
1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;9.7884;321.8
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;6.9012;249
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;0;6.6764;249.6
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;1;7.4588;251.6
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;6.9694;251
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;6.7272;249.6
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;0;6.6464;249.8
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;1;7.0072;251.4
1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;1;6.7338;251.4
1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;6.9144;249.8
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;6.687;249.8
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;6.7478;249.2
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;1;6.724;251
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;7.4416;251
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;7.417;250
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;6.6456;249.8
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;1;6.6778;251.2
1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;6.8294;251.2
1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;7.3944;249.6
1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;1;6.83;251.2
1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;7.1742;252.2
1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;6.7722;249.4
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;7.428;249.2
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;0;6.6796;249.6
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1;7.1364;255.2
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;6.7732;251.2
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;6.6764;249.8
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;0;6.9098;249.2
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;6.7862;251.2
1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;1;7.534;251
1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;6.9328;249.8
1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;6.801;250.8
1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;7.4692;251
1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;6.9256;250
1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;6.7188;251.4
1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;7.0326;251.2
1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;7.3384;262
1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;8.1042;262
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;8.0998;262
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0;8.1428;262.6
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1;7.4094;263.6
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;7.3856;263.6
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;1;0;0;8.1544;262
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;8.1792;262.8
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;7.4256;263.8
1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;1;0;1;7.3822;263.2
1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;8.157;263.6
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;8.1466;263
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0;8.1;262.8
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1;7.403;264.4
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;7.4184;263.8
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;8.002;263.4
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;0;8.0068;263.2
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;7.3934;263.8
1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;7.449;263.8
1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;8.0916;263
1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;7.3698;263.4
1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;7.3882;263.8
1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;8.1308;262.4
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;8.206;263
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;8.164;262.8
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;1;1;7.4072;263.6
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;7.3994;264
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;1;0;0;8.0854;263.2
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0;8.1034;263
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;7.3794;263.2
1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;1;0;1;7.416;263.8
1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;8.1692;262.6
1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;1;7.4046;263.6
1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;7.4552;264
1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;8.1918;262.8
1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;7.372;263.6
1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1;7.3938;263.8
1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;15.3564;477.6
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;15.3522;476.6
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;15.331;477.2
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;14.0734;478.4
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;14.062;478
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;15.3372;477.6
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;15.3628;477.2
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;14.0724;478.6
1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;1;14.087;478.6
1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;15.441;511.8
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;14.6412;509.8
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;14.6608;511.4
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;1;15.36;511.4
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;15.2582;510.2
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;1;0;0;15.4168;512.2
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;1;1;0;14.5908;509.6
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;1;1;1;14.6482;511.4
1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;15.2812;511.4
1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;14.632;511.2
1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;6.6816;249.4
1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;14.6362;510.6
1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;16.3352;509.6
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;16.3918;509.8
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;0;16.405;509.4
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;15.0934;510.4
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;15.0984;511
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;0;16.4504;509.8
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;15.383;510.2
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;16.4212;510.4
1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;15.3404;510.4
1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;16.4282;509.8
1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;15.1264;511.4
1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;15.0656;510.6
1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;15.3106;477.2
1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;14.0616;478.2
1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;1;14.0446;478.4
1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;7.3946;262.4
1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;7.63;264.8
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;7.6666;265.2
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0;7.4218;261.8
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1;7.7252;266.6
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;7.4134;263.8
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;0;0;7.1592;262.8
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;7.3904;261.6
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;7.7232;266.6
1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;0;1;7.4262;263.6
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;7.156;263
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;7.1622;263.2
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0;7.4262;262.6
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1;7.7476;266.2
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;7.3938;263.8
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;7.2024;263.4
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;0;7.444;262.6
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;7.7242;266.2
1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;7.4536;264
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;7.4892;263
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;7.731;266.6
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;7.42;264
1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;6.6574;249.2
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;7.1898;263
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;7.4448;262
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;0;1;1;6.6566;249.4
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;7.4282;263.2
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;0;0;7.1644;262.4
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0;7.4436;262.2
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;7.7122;266.8
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;0;1;7.447;264
1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;7.4322;262.2
1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;1;7.744;266.6
1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;7.437;263.4
1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;7.366;261.4
1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;7.2076;264.2
1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1;7.4482;263.8
1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;13.869;479.2
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;13.9122;479.6
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;14.159;480.6
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;14.6108;480.6
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;14.3798;479.4
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;14.281;477.4
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;14.3236;478.2
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;13.7132;478.8
1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;1;14.4744;481.2
1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;15.708;512
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;15.6844;512
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;15.3766;510
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;1;14.9588;512
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;15.356;511.6
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;1;0;0;15.6998;512
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;1;1;0;15.3806;510
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;1;1;1;14.947;511.4
1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;15.3978;511.8
1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;15.3412;509.6
1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;14.901;511.4
1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;15.3432;510.8
1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;14.672;510.6
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;15.0156;510.6
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;0;14.8104;511.6
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;14.913;511
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;15.3402;511.4
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;0;15.7234;512.4
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;15.3982;510.2
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;14.9296;511.2
1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;15.3148;510.8
1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;15.3684;510.6
1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;14.8992;510.8
1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;15.1604;511.6
1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;14.1134;480.6
1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;13.9932;478.6
1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;1;14.3578;480.2
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;7.0848;262
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;1;0;7.3566;262
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;1;1;7.127;263.8
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;7.4402;264
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;7.646;264.8
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;7.3226;262.4
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;7.1802;264
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;1;7.4858;263.6
1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;7.5936;264.4
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;7.593;264.4
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;7.3404;262
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1;1;7.1178;263.6
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;7.3556;262.8
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;7.5796;264.6
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;1;0;7.3496;262
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;7.1254;263.4
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;1;7.357;263
1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;7.3424;262
1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;7.1038;263.4
1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;7.3378;263.2
1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;7.5972;264.8
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;7.3704;262.2
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;7.3622;262
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;7.1724;263.2
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;7.165;263.2
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;6.9042;249.4
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;1;0;7.4084;261.8
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;1;1;7.154;263.6
1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;7.6652;265.6
1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;7.3694;261.6
1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;7.6726;266
