root;WindowSize;CompressionLevel;performance;energy;revision
1;22;11;253.666000;10299.800000;0.5.2
1;23;11;256.822000;10439.400000;0.5.2
1;24;11;269.680000;10925.600000;0.5.2
1;10;0;2.886000;195.600000;0.6.0
1;11;0;1.840000;157.000000;0.6.0
1;12;0;1.344000;151.200000;0.6.0
1;13;0;1.032000;81.400000;0.6.0
1;14;0;0.924000;80.600000;0.6.0
1;15;0;0.760000;81.600000;0.6.0
1;16;0;0.754000;81.000000;0.6.0
1;17;0;0.746000;80.800000;0.6.0
1;18;0;0.740000;80.400000;0.6.0
1;19;0;0.738000;81.000000;0.6.0
1;20;0;0.734000;80.200000;0.6.0
1;21;0;0.732000;80.800000;0.6.0
1;22;0;0.740000;80.800000;0.6.0
1;23;0;0.746000;81.400000;0.6.0
1;24;0;0.738000;80.800000;0.6.0
1;10;1;2.350000;186.200000;0.6.0
1;11;1;1.598000;144.800000;0.6.0
1;12;1;1.198000;137.200000;0.6.0
1;13;1;0.960000;79.200000;0.6.0
1;14;1;0.844000;80.800000;0.6.0
1;15;1;0.814000;80.000000;0.6.0
1;16;1;0.846000;81.200000;0.6.0
1;17;1;0.820000;81.000000;0.6.0
1;18;1;0.842000;81.400000;0.6.0
1;19;1;0.826000;80.800000;0.6.0
1;20;1;0.822000;81.200000;0.6.0
1;21;1;0.842000;81.000000;0.6.0
1;22;1;0.820000;81.400000;0.6.0
1;23;1;0.826000;80.800000;0.6.0
1;24;1;0.858000;81.200000;0.6.0
1;10;2;1.466000;116.600000;0.6.0
1;11;2;1.480000;142.200000;0.6.0
1;12;2;1.474000;129.400000;0.6.0
1;13;2;1.474000;156.800000;0.6.0
1;14;2;1.456000;149.400000;0.6.0
1;15;2;1.494000;158.000000;0.6.0
1;16;2;1.462000;149.800000;0.6.0
1;17;2;1.496000;141.600000;0.6.0
1;18;2;1.492000;148.000000;0.6.0
1;19;2;1.504000;140.200000;0.6.0
1;20;2;1.506000;119.000000;0.6.0
1;21;2;1.492000;160.600000;0.6.0
1;22;2;1.488000;129.600000;0.6.0
1;23;2;1.486000;145.800000;0.6.0
1;24;2;1.458000;147.000000;0.6.0
1;10;3;2.030000;195.200000;0.6.0
1;11;3;2.056000;202.200000;0.6.0
1;12;3;2.058000;203.800000;0.6.0
1;13;3;2.004000;169.600000;0.6.0
1;14;3;2.000000;163.600000;0.6.0
1;15;3;2.044000;199.200000;0.6.0
1;16;3;1.974000;145.000000;0.6.0
1;17;3;2.028000;164.600000;0.6.0
1;18;3;2.036000;207.200000;0.6.0
1;19;3;2.028000;190.800000;0.6.0
1;20;3;2.020000;171.200000;0.6.0
1;21;3;1.980000;197.600000;0.6.0
1;22;3;1.990000;128.200000;0.6.0
1;23;3;1.968000;155.200000;0.6.0
1;24;3;1.972000;189.200000;0.6.0
1;10;4;3.024000;258.800000;0.6.0
1;11;4;3.042000;204.000000;0.6.0
1;12;4;3.018000;219.800000;0.6.0
1;13;4;2.958000;244.400000;0.6.0
1;14;4;2.892000;200.800000;0.6.0
1;15;4;2.800000;215.000000;0.6.0
1;16;4;2.732000;202.600000;0.6.0
1;17;4;2.776000;188.800000;0.6.0
1;18;4;2.750000;209.400000;0.6.0
1;19;4;2.726000;208.000000;0.6.0
1;20;4;2.720000;216.800000;0.6.0
1;21;4;2.712000;222.600000;0.6.0
1;22;4;2.644000;218.800000;0.6.0
1;23;4;2.632000;206.000000;0.6.0
1;24;4;2.626000;199.600000;0.6.0
1;10;5;2.790000;188.200000;0.6.0
1;11;5;2.886000;240.800000;0.6.0
1;12;5;3.040000;213.200000;0.6.0
1;13;5;3.298000;247.800000;0.6.0
1;14;5;3.640000;233.000000;0.6.0
1;15;5;4.232000;283.000000;0.6.0
1;16;5;5.086000;336.200000;0.6.0
1;17;5;5.576000;355.000000;0.6.0
1;18;5;6.340000;352.200000;0.6.0
1;19;5;6.988000;402.000000;0.6.0
1;20;5;7.002000;401.400000;0.6.0
1;21;5;6.916000;410.400000;0.6.0
1;22;5;6.840000;397.600000;0.6.0
1;23;5;6.798000;391.600000;0.6.0
1;24;5;6.770000;409.800000;0.6.0
1;10;6;2.788000;213.200000;0.6.0
1;11;6;2.946000;242.200000;0.6.0
1;12;6;3.170000;253.600000;0.6.0
1;13;6;3.448000;242.000000;0.6.0
1;14;6;3.888000;288.800000;0.6.0
1;15;6;4.662000;294.600000;0.6.0
1;16;6;5.732000;353.800000;0.6.0
1;17;6;6.008000;347.000000;0.6.0
1;18;6;7.070000;400.200000;0.6.0
1;19;6;8.642000;464.200000;0.6.0
1;20;6;9.834000;528.000000;0.6.0
1;21;6;9.756000;491.800000;0.6.0
1;22;6;9.534000;508.600000;0.6.0
1;23;6;9.564000;492.000000;0.6.0
1;24;6;9.512000;496.000000;0.6.0
1;10;7;3.416000;233.000000;0.6.0
1;11;7;3.592000;253.000000;0.6.0
1;12;7;3.816000;271.600000;0.6.0
1;13;7;4.164000;269.000000;0.6.0
1;14;7;4.694000;287.000000;0.6.0
1;15;7;5.664000;354.600000;0.6.0
1;16;7;7.284000;396.800000;0.6.0
1;17;7;7.196000;419.400000;0.6.0
1;18;7;8.108000;451.400000;0.6.0
1;19;7;9.474000;520.200000;0.6.0
1;20;7;11.736000;585.800000;0.6.0
1;21;7;14.936000;741.600000;0.6.0
1;22;7;18.666000;886.600000;0.6.0
1;23;7;19.490000;913.800000;0.6.0
1;24;7;19.386000;945.200000;0.6.0
1;10;8;3.430000;251.000000;0.6.0
1;11;8;3.608000;229.800000;0.6.0
1;12;8;3.954000;262.000000;0.6.0
1;13;8;4.378000;297.600000;0.6.0
1;14;8;5.046000;312.400000;0.6.0
1;15;8;6.244000;365.600000;0.6.0
1;16;8;8.278000;445.200000;0.6.0
1;17;8;8.042000;434.000000;0.6.0
1;18;8;9.166000;488.600000;0.6.0
1;19;8;10.982000;575.200000;0.6.0
1;20;8;13.806000;690.800000;0.6.0
1;21;8;18.010000;861.800000;0.6.0
1;22;8;24.178000;1151.200000;0.6.0
1;23;8;36.196000;1638.800000;0.6.0
1;24;8;36.906000;1663.000000;0.6.0
1;10;9;4.316000;240.600000;0.6.0
1;11;9;4.362000;273.800000;0.6.0
1;12;9;4.662000;272.800000;0.6.0
1;13;9;5.188000;304.000000;0.6.0
1;14;9;5.880000;339.000000;0.6.0
1;15;9;6.916000;400.800000;0.6.0
1;16;9;8.400000;465.400000;0.6.0
1;17;9;9.864000;525.200000;0.6.0
1;18;9;11.422000;595.800000;0.6.0
1;19;9;13.668000;693.000000;0.6.0
1;20;9;17.092000;813.800000;0.6.0
1;21;9;22.652000;1050.000000;0.6.0
1;22;9;31.466000;1444.800000;0.6.0
1;23;9;59.902000;2543.600000;0.6.0
1;24;9;101.222000;4279.800000;0.6.0
1;10;10;128.030000;5254.600000;0.6.0
1;11;10;120.654000;4929.800000;0.6.0
1;12;10;114.938000;4753.200000;0.6.0
1;13;10;109.810000;4546.800000;0.6.0
1;14;10;105.970000;4351.800000;0.6.0
1;15;10;102.170000;4209.800000;0.6.0
1;16;10;100.020000;4118.600000;0.6.0
1;17;10;116.056000;4799.600000;0.6.0
1;18;10;110.050000;4613.200000;0.6.0
1;19;10;101.806000;4257.400000;0.6.0
1;20;10;103.362000;4281.200000;0.6.0
1;21;10;108.006000;4492.600000;0.6.0
1;22;10;116.714000;4806.000000;0.6.0
1;23;10;126.072000;5141.400000;0.6.0
1;24;10;137.502000;5573.800000;0.6.0
1;10;11;314.424000;12853.400000;0.6.0
1;11;11;298.998000;12115.800000;0.6.0
1;12;11;283.446000;11480.600000;0.6.0
1;13;11;268.770000;10902.600000;0.6.0
1;14;11;261.208000;10614.800000;0.6.0
1;15;11;251.958000;10333.200000;0.6.0
1;16;11;243.968000;9910.200000;0.6.0
1;17;11;275.290000;11211.200000;0.6.0
1;18;11;299.270000;12381.200000;0.6.0
1;19;11;273.072000;11100.200000;0.6.0
1;20;11;255.470000;10574.800000;0.6.0
1;21;11;250.890000;10281.800000;0.6.0
1;22;11;255.314000;10469.000000;0.6.0
1;23;11;258.254000;10603.400000;0.6.0
1;24;11;271.380000;11009.200000;0.6.0
1;10;0;2.902000;222.400000;1.0.0
1;11;0;1.814000;151.400000;1.0.0
1;12;0;1.340000;153.400000;1.0.0
1;13;0;1.030000;88.800000;1.0.0
1;14;0;0.932000;62.400000;1.0.0
1;15;0;0.754000;69.200000;1.0.0
1;16;0;0.740000;78.200000;1.0.0
1;17;0;0.732000;78.800000;1.0.0
1;18;0;0.734000;79.000000;1.0.0
1;19;0;0.734000;78.600000;1.0.0
1;20;0;0.744000;78.800000;1.0.0
1;21;0;0.734000;78.600000;1.0.0
1;22;0;0.734000;79.600000;1.0.0
1;23;0;0.738000;77.200000;1.0.0
1;24;0;0.738000;79.200000;1.0.0
1;10;1;2.354000;208.400000;1.0.0
1;11;1;1.628000;144.600000;1.0.0
1;12;1;1.188000;142.800000;1.0.0
1;13;1;0.956000;79.000000;1.0.0
1;14;1;0.854000;79.200000;1.0.0
1;15;1;0.800000;79.800000;1.0.0
1;16;1;0.844000;79.000000;1.0.0
1;17;1;0.832000;79.200000;1.0.0
1;18;1;0.834000;78.400000;1.0.0
1;19;1;0.836000;80.000000;1.0.0
1;20;1;0.842000;79.000000;1.0.0
1;21;1;0.822000;79.600000;1.0.0
1;22;1;0.846000;79.400000;1.0.0
1;23;1;0.834000;79.800000;1.0.0
1;24;1;0.836000;78.400000;1.0.0
1;10;2;1.468000;127.000000;1.0.0
1;11;2;1.480000;154.600000;1.0.0
1;12;2;1.484000;120.600000;1.0.0
1;13;2;1.484000;128.400000;1.0.0
1;14;2;1.472000;144.600000;1.0.0
1;15;2;1.524000;136.600000;1.0.0
1;16;2;1.468000;129.800000;1.0.0
1;17;2;1.510000;142.600000;1.0.0
1;18;2;1.516000;123.000000;1.0.0
1;19;2;1.522000;141.400000;1.0.0
1;20;2;1.522000;139.600000;1.0.0
1;21;2;1.504000;150.600000;1.0.0
1;22;2;1.486000;143.200000;1.0.0
1;23;2;1.496000;151.000000;1.0.0
1;24;2;1.482000;151.600000;1.0.0
1;10;3;2.006000;198.000000;1.0.0
1;11;3;2.042000;180.400000;1.0.0
1;12;3;2.012000;177.000000;1.0.0
1;13;3;2.008000;189.200000;1.0.0
1;14;3;1.966000;165.400000;1.0.0
1;15;3;2.040000;188.800000;1.0.0
1;16;3;1.974000;172.800000;1.0.0
1;17;3;2.026000;195.800000;1.0.0
1;18;3;2.020000;200.800000;1.0.0
1;19;3;2.040000;192.400000;1.0.0
1;20;3;2.024000;181.200000;1.0.0
1;21;3;1.986000;159.200000;1.0.0
1;22;3;1.982000;151.000000;1.0.0
1;23;3;1.994000;152.800000;1.0.0
1;24;3;1.978000;179.000000;1.0.0
1;10;4;3.072000;226.800000;1.0.0
1;11;4;3.094000;182.000000;1.0.0
1;12;4;3.062000;206.000000;1.0.0
1;13;4;3.022000;231.400000;1.0.0
1;14;4;2.930000;242.200000;1.0.0
1;15;4;2.858000;181.200000;1.0.0
1;16;4;2.780000;201.000000;1.0.0
1;17;4;2.822000;200.200000;1.0.0
1;18;4;2.802000;158.400000;1.0.0
1;19;4;2.782000;198.000000;1.0.0
1;20;4;2.744000;235.600000;1.0.0
1;21;4;2.702000;188.400000;1.0.0
1;22;4;2.680000;179.200000;1.0.0
1;23;4;2.672000;207.200000;1.0.0
1;24;4;2.662000;201.000000;1.0.0
1;10;5;2.784000;181.800000;1.0.0
1;11;5;2.908000;233.800000;1.0.0
1;12;5;3.068000;218.200000;1.0.0
1;13;5;3.304000;233.000000;1.0.0
1;14;5;3.708000;238.600000;1.0.0
1;15;5;4.286000;255.600000;1.0.0
1;16;5;5.188000;298.200000;1.0.0
1;17;5;5.694000;320.200000;1.0.0
1;18;5;6.436000;377.600000;1.0.0
1;19;5;7.058000;405.800000;1.0.0
1;20;5;7.086000;363.800000;1.0.0
1;21;5;6.948000;381.800000;1.0.0
1;22;5;6.920000;383.800000;1.0.0
1;23;5;6.890000;386.400000;1.0.0
1;24;5;6.886000;403.400000;1.0.0
1;10;6;2.794000;204.400000;1.0.0
1;11;6;2.990000;229.600000;1.0.0
1;12;6;3.186000;246.000000;1.0.0
1;13;6;3.490000;226.600000;1.0.0
1;14;6;3.950000;270.800000;1.0.0
1;15;6;4.772000;316.400000;1.0.0
1;16;6;5.902000;335.800000;1.0.0
1;17;6;6.152000;344.000000;1.0.0
1;18;6;7.158000;392.400000;1.0.0
1;19;6;8.784000;454.000000;1.0.0
1;20;6;9.832000;504.200000;1.0.0
1;21;6;9.822000;509.200000;1.0.0
1;22;6;9.756000;497.800000;1.0.0
1;23;6;9.698000;506.200000;1.0.0
1;24;6;9.672000;496.600000;1.0.0
1;10;7;3.432000;237.000000;1.0.0
1;11;7;3.642000;221.600000;1.0.0
1;12;7;3.866000;262.800000;1.0.0
1;13;7;4.222000;272.400000;1.0.0
1;14;7;4.788000;315.600000;1.0.0
1;15;7;5.830000;355.000000;1.0.0
1;16;7;7.392000;424.200000;1.0.0
1;17;7;7.288000;413.400000;1.0.0
1;18;7;8.124000;429.800000;1.0.0
1;19;7;9.562000;503.800000;1.0.0
1;20;7;11.814000;596.000000;1.0.0
1;21;7;15.126000;732.800000;1.0.0
1;22;7;18.766000;894.200000;1.0.0
1;23;7;19.708000;929.200000;1.0.0
1;24;7;19.642000;915.000000;1.0.0
1;10;8;3.428000;202.200000;1.0.0
1;11;8;3.658000;233.000000;1.0.0
1;12;8;3.994000;289.600000;1.0.0
1;13;8;4.434000;273.800000;1.0.0
1;14;8;5.158000;313.200000;1.0.0
1;15;8;6.336000;331.000000;1.0.0
1;16;8;8.402000;444.800000;1.0.0
1;17;8;8.194000;440.800000;1.0.0
1;18;8;9.216000;502.200000;1.0.0
1;19;8;11.054000;560.000000;1.0.0
1;20;8;14.006000;684.800000;1.0.0
1;21;8;18.282000;893.800000;1.0.0
1;22;8;24.598000;1123.600000;1.0.0
1;23;8;36.416000;1602.600000;1.0.0
1;24;8;37.488000;1677.200000;1.0.0
1;10;9;4.300000;273.400000;1.0.0
1;11;9;4.488000;278.600000;1.0.0
1;12;9;4.804000;313.000000;1.0.0
1;13;9;5.436000;338.400000;1.0.0
1;14;9;6.202000;342.200000;1.0.0
1;15;9;7.424000;414.400000;1.0.0
1;16;9;9.050000;467.200000;1.0.0
1;17;9;9.938000;526.800000;1.0.0
1;18;9;11.578000;579.800000;1.0.0
1;19;9;13.764000;681.600000;1.0.0
1;20;9;17.188000;846.000000;1.0.0
1;21;9;23.374000;1097.400000;1.0.0
1;22;9;30.688000;1388.400000;1.0.0
1;23;9;59.608000;2519.000000;1.0.0
1;24;9;101.424000;4217.800000;1.0.0
1;10;10;128.032000;5242.200000;1.0.0
1;11;10;120.732000;4990.400000;1.0.0
1;12;10;114.906000;4728.000000;1.0.0
1;13;10;109.792000;4529.000000;1.0.0
1;14;10;105.976000;4401.600000;1.0.0
1;15;10;102.340000;4187.200000;1.0.0
1;16;10;99.910000;4110.000000;1.0.0
1;17;10;115.758000;4742.800000;1.0.0
1;18;10;109.636000;4559.400000;1.0.0
1;19;10;101.160000;4251.800000;1.0.0
1;20;10;102.812000;4267.400000;1.0.0
1;21;10;107.522000;4464.800000;1.0.0
1;22;10;116.012000;4810.800000;1.0.0
1;23;10;125.696000;5137.600000;1.0.0
1;24;10;137.492000;5560.600000;1.0.0
1;10;11;310.946000;12641.800000;1.0.0
1;11;11;296.182000;12149.000000;1.0.0
1;12;11;280.080000;11342.200000;1.0.0
1;13;11;265.162000;10750.800000;1.0.0
1;14;11;257.434000;10475.200000;1.0.0
1;15;11;248.790000;10092.600000;1.0.0
1;16;11;240.726000;9874.400000;1.0.0
1;17;11;271.920000;11076.000000;1.0.0
1;18;11;295.550000;12218.800000;1.0.0
1;19;11;269.506000;10986.600000;1.0.0
1;20;11;251.750000;10448.600000;1.0.0
1;21;11;247.110000;10150.200000;1.0.0
1;22;11;251.784000;10295.200000;1.0.0
1;23;11;254.734000;10392.200000;1.0.0
1;24;11;267.754000;10977.000000;1.0.0
1;10;0;2.888000;212.400000;1.0.1
1;11;0;1.870000;149.000000;1.0.1
1;12;0;1.374000;150.200000;1.0.1
1;13;0;1.040000;77.000000;1.0.1
1;14;0;0.924000;91.200000;1.0.1
1;15;0;0.758000;71.400000;1.0.1
1;16;0;0.718000;78.200000;1.0.1
1;17;0;0.742000;78.600000;1.0.1
1;18;0;0.734000;78.600000;1.0.1
1;19;0;0.780000;77.400000;1.0.1
1;20;0;0.728000;78.400000;1.0.1
1;21;0;0.738000;90.800000;1.0.1
1;22;0;0.742000;79.200000;1.0.1
1;23;0;0.726000;79.600000;1.0.1
1;24;0;0.742000;88.200000;1.0.1
1;10;1;2.336000;178.800000;1.0.1
1;11;1;1.606000;134.200000;1.0.1
1;12;1;1.190000;140.200000;1.0.1
1;13;1;0.950000;77.400000;1.0.1
1;14;1;0.838000;77.800000;1.0.1
1;15;1;0.800000;79.400000;1.0.1
1;16;1;0.848000;92.600000;1.0.1
1;17;1;0.820000;79.000000;1.0.1
1;18;1;0.838000;78.200000;1.0.1
1;19;1;0.850000;79.400000;1.0.1
1;20;1;0.850000;78.800000;1.0.1
1;21;1;0.846000;79.200000;1.0.1
1;22;1;0.834000;76.800000;1.0.1
1;23;1;0.850000;79.400000;1.0.1
1;24;1;0.818000;91.400000;1.0.1
1;10;2;1.450000;133.800000;1.0.1
1;11;2;1.480000;126.600000;1.0.1
1;12;2;1.492000;149.000000;1.0.1
1;13;2;1.482000;143.800000;1.0.1
1;14;2;1.452000;151.000000;1.0.1
1;15;2;1.526000;150.600000;1.0.1
1;16;2;1.468000;150.600000;1.0.1
1;17;2;1.512000;140.200000;1.0.1
1;18;2;1.500000;117.600000;1.0.1
1;19;2;1.504000;132.600000;1.0.1
1;20;2;1.496000;153.200000;1.0.1
1;21;2;1.506000;138.600000;1.0.1
1;22;2;1.474000;131.000000;1.0.1
1;23;2;1.478000;153.400000;1.0.1
1;24;2;1.466000;132.000000;1.0.1
1;10;3;2.032000;192.400000;1.0.1
1;11;3;2.046000;199.000000;1.0.1
1;12;3;2.050000;196.200000;1.0.1
1;13;3;2.016000;175.400000;1.0.1
1;14;3;1.978000;189.600000;1.0.1
1;15;3;2.044000;180.000000;1.0.1
1;16;3;1.990000;166.400000;1.0.1
1;17;3;2.034000;181.800000;1.0.1
1;18;3;2.032000;197.000000;1.0.1
1;19;3;2.034000;189.800000;1.0.1
1;20;3;2.030000;200.200000;1.0.1
1;21;3;2.000000;171.800000;1.0.1
1;22;3;1.990000;181.000000;1.0.1
1;23;3;1.976000;156.200000;1.0.1
1;24;3;1.986000;167.200000;1.0.1
1;10;4;3.064000;203.200000;1.0.1
1;11;4;3.078000;231.400000;1.0.1
1;12;4;3.038000;201.000000;1.0.1
1;13;4;2.972000;211.200000;1.0.1
1;14;4;2.890000;216.800000;1.0.1
1;15;4;2.820000;194.000000;1.0.1
1;16;4;2.756000;208.400000;1.0.1
1;17;4;2.774000;181.000000;1.0.1
1;18;4;2.766000;212.800000;1.0.1
1;19;4;2.740000;169.200000;1.0.1
1;20;4;2.710000;200.800000;1.0.1
1;21;4;2.688000;195.600000;1.0.1
1;22;4;2.654000;196.200000;1.0.1
1;23;4;2.646000;185.800000;1.0.1
1;24;4;2.646000;225.800000;1.0.1
1;10;5;2.762000;201.000000;1.0.1
1;11;5;2.932000;237.000000;1.0.1
1;12;5;3.096000;225.200000;1.0.1
1;13;5;3.332000;255.000000;1.0.1
1;14;5;3.724000;257.400000;1.0.1
1;15;5;4.320000;269.000000;1.0.1
1;16;5;5.220000;285.400000;1.0.1
1;17;5;5.606000;336.400000;1.0.1
1;18;5;6.394000;383.000000;1.0.1
1;19;5;7.004000;402.800000;1.0.1
1;20;5;7.016000;379.600000;1.0.1
1;21;5;6.920000;378.000000;1.0.1
1;22;5;6.860000;358.600000;1.0.1
1;23;5;6.818000;381.600000;1.0.1
1;24;5;6.806000;387.000000;1.0.1
1;10;6;2.818000;182.800000;1.0.1
1;11;6;2.992000;234.800000;1.0.1
1;12;6;3.224000;206.600000;1.0.1
1;13;6;3.528000;257.200000;1.0.1
1;14;6;3.992000;274.000000;1.0.1
1;15;6;4.792000;304.800000;1.0.1
1;16;6;5.926000;346.200000;1.0.1
1;17;6;6.060000;357.000000;1.0.1
1;18;6;7.064000;388.000000;1.0.1
1;19;6;8.704000;449.800000;1.0.1
1;20;6;9.884000;533.000000;1.0.1
1;21;6;9.700000;506.000000;1.0.1
1;22;6;9.646000;500.000000;1.0.1
1;23;6;9.628000;497.800000;1.0.1
1;24;6;9.600000;503.600000;1.0.1
1;10;7;3.416000;252.000000;1.0.1
1;11;7;3.630000;248.000000;1.0.1
1;12;7;3.860000;258.400000;1.0.1
1;13;7;4.222000;262.600000;1.0.1
1;14;7;4.786000;303.200000;1.0.1
1;15;7;5.772000;347.400000;1.0.1
1;16;7;7.386000;398.200000;1.0.1
1;17;7;7.190000;377.800000;1.0.1
1;18;7;8.058000;433.000000;1.0.1
1;19;7;9.446000;505.800000;1.0.1
1;20;7;11.752000;601.800000;1.0.1
1;21;7;15.000000;737.400000;1.0.1
1;22;7;18.710000;905.400000;1.0.1
1;23;7;19.698000;935.000000;1.0.1
1;24;7;19.518000;922.200000;1.0.1
1;10;8;3.422000;229.400000;1.0.1
1;11;8;3.662000;216.800000;1.0.1
1;12;8;3.986000;263.600000;1.0.1
1;13;8;4.416000;272.600000;1.0.1
1;14;8;5.150000;280.000000;1.0.1
1;15;8;6.378000;373.400000;1.0.1
1;16;8;8.390000;442.000000;1.0.1
1;17;8;7.998000;435.800000;1.0.1
1;18;8;9.142000;504.200000;1.0.1
1;19;8;10.990000;574.200000;1.0.1
1;20;8;13.758000;658.800000;1.0.1
1;21;8;18.120000;849.000000;1.0.1
1;22;8;24.406000;1134.600000;1.0.1
1;23;8;35.890000;1615.800000;1.0.1
1;24;8;37.158000;1660.000000;1.0.1
1;10;9;4.314000;261.800000;1.0.1
1;11;9;4.564000;300.200000;1.0.1
1;12;9;4.818000;317.200000;1.0.1
1;13;9;5.438000;323.800000;1.0.1
1;14;9;6.228000;361.400000;1.0.1
1;15;9;7.450000;425.200000;1.0.1
1;16;9;9.042000;459.800000;1.0.1
1;17;9;9.822000;517.600000;1.0.1
1;18;9;11.422000;571.400000;1.0.1
1;19;9;13.622000;682.400000;1.0.1
1;20;9;16.882000;820.400000;1.0.1
1;21;9;22.916000;1068.200000;1.0.1
1;22;9;30.714000;1342.400000;1.0.1
1;23;9;59.882000;2561.600000;1.0.1
1;24;9;103.238000;4289.800000;1.0.1
1;10;10;127.876000;5248.400000;1.0.1
1;11;10;120.694000;4921.600000;1.0.1
1;12;10;114.838000;4746.600000;1.0.1
1;13;10;109.656000;4471.400000;1.0.1
1;14;10;105.802000;4342.200000;1.0.1
1;15;10;101.904000;4201.200000;1.0.1
1;16;10;99.736000;4130.800000;1.0.1
1;17;10;115.822000;4753.200000;1.0.1
1;18;10;109.796000;4567.600000;1.0.1
1;19;10;101.440000;4231.600000;1.0.1
1;20;10;102.992000;4311.800000;1.0.1
1;21;10;107.694000;4449.200000;1.0.1
1;22;10;116.288000;4766.600000;1.0.1
1;23;10;126.072000;5149.600000;1.0.1
1;24;10;137.582000;5621.400000;1.0.1
1;10;11;310.076000;12542.000000;1.0.1
1;11;11;294.838000;11933.200000;1.0.1
1;12;11;278.418000;11230.800000;1.0.1
1;13;11;264.358000;10786.400000;1.0.1
1;14;11;256.278000;10378.400000;1.0.1
1;15;11;247.528000;10032.800000;1.0.1
1;16;11;239.688000;9758.200000;1.0.1
1;17;11;270.466000;11075.400000;1.0.1
1;18;11;294.554000;12067.800000;1.0.1
1;19;11;268.322000;11010.600000;1.0.1
1;20;11;251.212000;10322.200000;1.0.1
1;21;11;246.498000;10160.200000;1.0.1
1;22;11;250.636000;10235.200000;1.0.1
