root;WindowSize;CompressionLevel;performance;energy;revision
1;23;11;253.510000;10302.800000;1.0.1
1;24;11;267.134000;10852.400000;1.0.1
1;10;0;2.912000;236.000000;1.0.2
1;11;0;1.884000;141.400000;1.0.2
1;12;0;1.370000;146.200000;1.0.2
1;13;0;1.050000;86.800000;1.0.2
1;14;0;0.930000;77.800000;1.0.2
1;15;0;0.770000;75.400000;1.0.2
1;16;0;0.750000;88.800000;1.0.2
1;17;0;0.728000;77.000000;1.0.2
1;18;0;0.746000;79.400000;1.0.2
1;19;0;0.742000;79.000000;1.0.2
1;20;0;0.744000;78.600000;1.0.2
1;21;0;0.736000;78.400000;1.0.2
1;22;0;0.744000;79.400000;1.0.2
1;23;0;0.742000;76.800000;1.0.2
1;24;0;0.748000;79.600000;1.0.2
1;10;1;2.348000;184.200000;1.0.2
1;11;1;1.608000;138.800000;1.0.2
1;12;1;1.186000;138.600000;1.0.2
1;13;1;0.946000;87.200000;1.0.2
1;14;1;0.836000;78.800000;1.0.2
1;15;1;0.826000;78.600000;1.0.2
1;16;1;0.838000;79.000000;1.0.2
1;17;1;0.838000;79.200000;1.0.2
1;18;1;0.830000;78.800000;1.0.2
1;19;1;0.836000;79.800000;1.0.2
1;20;1;0.824000;79.200000;1.0.2
1;21;1;0.822000;78.600000;1.0.2
1;22;1;0.822000;77.400000;1.0.2
1;23;1;0.826000;80.200000;1.0.2
1;24;1;0.826000;79.000000;1.0.2
1;10;2;1.468000;136.400000;1.0.2
1;11;2;1.488000;132.600000;1.0.2
1;12;2;1.498000;134.000000;1.0.2
1;13;2;1.496000;151.000000;1.0.2
1;14;2;1.472000;154.600000;1.0.2
1;15;2;1.548000;148.400000;1.0.2
1;16;2;1.478000;135.400000;1.0.2
1;17;2;1.510000;153.400000;1.0.2
1;18;2;1.520000;150.600000;1.0.2
1;19;2;1.514000;156.000000;1.0.2
1;20;2;1.514000;160.400000;1.0.2
1;21;2;1.498000;146.000000;1.0.2
1;22;2;1.494000;134.200000;1.0.2
1;23;2;1.492000;135.600000;1.0.2
1;24;2;1.484000;153.600000;1.0.2
1;10;3;2.028000;184.800000;1.0.2
1;11;3;2.056000;186.000000;1.0.2
1;12;3;2.040000;181.200000;1.0.2
1;13;3;2.020000;199.600000;1.0.2
1;14;3;1.972000;162.000000;1.0.2
1;15;3;2.060000;184.600000;1.0.2
1;16;3;1.994000;171.800000;1.0.2
1;17;3;2.034000;182.400000;1.0.2
1;18;3;2.026000;160.800000;1.0.2
1;19;3;2.038000;172.800000;1.0.2
1;20;3;2.042000;185.800000;1.0.2
1;21;3;2.018000;162.600000;1.0.2
1;22;3;1.988000;165.800000;1.0.2
1;23;3;1.986000;146.200000;1.0.2
1;24;3;1.974000;172.200000;1.0.2
1;10;4;3.032000;220.200000;1.0.2
1;11;4;3.046000;240.400000;1.0.2
1;12;4;3.026000;232.600000;1.0.2
1;13;4;2.968000;237.800000;1.0.2
1;14;4;2.898000;205.600000;1.0.2
1;15;4;2.838000;191.800000;1.0.2
1;16;4;2.754000;216.000000;1.0.2
1;17;4;2.764000;217.600000;1.0.2
1;18;4;2.754000;210.600000;1.0.2
1;19;4;2.740000;206.000000;1.0.2
1;20;4;2.706000;203.000000;1.0.2
1;21;4;2.672000;195.600000;1.0.2
1;22;4;2.652000;189.200000;1.0.2
1;23;4;2.636000;217.600000;1.0.2
1;24;4;2.636000;224.200000;1.0.2
1;10;5;2.774000;197.200000;1.0.2
1;11;5;2.918000;199.600000;1.0.2
1;12;5;3.094000;233.800000;1.0.2
1;13;5;3.326000;247.600000;1.0.2
1;14;5;3.740000;199.200000;1.0.2
1;15;5;4.324000;281.800000;1.0.2
1;16;5;5.224000;308.800000;1.0.2
1;17;5;5.612000;325.400000;1.0.2
1;18;5;6.378000;352.200000;1.0.2
1;19;5;6.996000;379.400000;1.0.2
1;20;5;7.034000;391.800000;1.0.2
1;21;5;6.892000;386.800000;1.0.2
1;22;5;6.860000;374.800000;1.0.2
1;23;5;6.840000;370.400000;1.0.2
1;24;5;6.828000;379.400000;1.0.2
1;10;6;2.786000;199.400000;1.0.2
1;11;6;3.000000;225.800000;1.0.2
1;12;6;3.218000;231.200000;1.0.2
1;13;6;3.516000;240.200000;1.0.2
1;14;6;3.972000;246.600000;1.0.2
1;15;6;4.786000;303.200000;1.0.2
1;16;6;5.952000;336.200000;1.0.2
1;17;6;6.042000;341.000000;1.0.2
1;18;6;7.090000;378.800000;1.0.2
1;19;6;8.680000;437.800000;1.0.2
1;20;6;9.882000;501.800000;1.0.2
1;21;6;9.636000;478.000000;1.0.2
1;22;6;9.620000;495.800000;1.0.2
1;23;6;9.622000;497.800000;1.0.2
1;24;6;9.572000;506.800000;1.0.2
1;10;7;3.442000;256.800000;1.0.2
1;11;7;3.630000;247.600000;1.0.2
1;12;7;3.884000;274.600000;1.0.2
1;13;7;4.256000;259.400000;1.0.2
1;14;7;4.800000;307.000000;1.0.2
1;15;7;5.844000;318.000000;1.0.2
1;16;7;7.404000;433.400000;1.0.2
1;17;7;7.190000;409.800000;1.0.2
1;18;7;8.100000;439.200000;1.0.2
1;19;7;9.452000;487.600000;1.0.2
1;20;7;11.624000;570.600000;1.0.2
1;21;7;15.076000;733.600000;1.0.2
1;22;7;18.674000;888.800000;1.0.2
1;23;7;19.502000;915.600000;1.0.2
1;24;7;19.442000;909.600000;1.0.2
1;10;8;3.422000;252.200000;1.0.2
1;11;8;3.662000;231.400000;1.0.2
1;12;8;3.998000;274.400000;1.0.2
1;13;8;4.456000;273.800000;1.0.2
1;14;8;5.160000;308.000000;1.0.2
1;15;8;6.374000;328.600000;1.0.2
1;16;8;8.424000;455.800000;1.0.2
1;17;8;8.074000;422.800000;1.0.2
1;18;8;9.266000;492.400000;1.0.2
1;19;8;11.012000;574.200000;1.0.2
1;20;8;13.830000;658.000000;1.0.2
1;21;8;18.172000;850.000000;1.0.2
1;22;8;24.384000;1144.600000;1.0.2
1;23;8;36.106000;1652.400000;1.0.2
1;24;8;37.202000;1682.000000;1.0.2
1;10;9;4.332000;284.600000;1.0.2
1;11;9;4.520000;261.800000;1.0.2
1;12;9;4.808000;308.400000;1.0.2
1;13;9;5.420000;313.000000;1.0.2
1;14;9;6.196000;361.000000;1.0.2
1;15;9;7.422000;392.400000;1.0.2
1;16;9;9.056000;472.400000;1.0.2
1;17;9;9.926000;514.800000;1.0.2
1;18;9;11.448000;574.800000;1.0.2
1;19;9;13.716000;671.600000;1.0.2
1;20;9;17.018000;834.200000;1.0.2
1;21;9;23.030000;1072.000000;1.0.2
1;22;9;30.618000;1392.200000;1.0.2
1;23;9;58.316000;2483.600000;1.0.2
1;24;9;104.300000;4392.600000;1.0.2
1;10;10;127.906000;5233.400000;1.0.2
1;11;10;120.614000;4965.600000;1.0.2
1;12;10;114.848000;4706.000000;1.0.2
1;13;10;109.704000;4544.600000;1.0.2
1;14;10;105.784000;4362.400000;1.0.2
1;15;10;101.944000;4211.600000;1.0.2
1;16;10;99.888000;4100.600000;1.0.2
1;17;10;115.734000;4814.000000;1.0.2
1;18;10;109.364000;4538.000000;1.0.2
1;19;10;101.064000;4211.200000;1.0.2
1;20;10;102.730000;4265.400000;1.0.2
1;21;10;107.280000;4484.400000;1.0.2
1;22;10;116.042000;4762.800000;1.0.2
1;23;10;125.580000;5124.400000;1.0.2
1;24;10;137.130000;5545.000000;1.0.2
1;10;11;312.398000;12780.200000;1.0.2
1;11;11;295.312000;11918.800000;1.0.2
1;12;11;279.286000;11459.400000;1.0.2
1;13;11;265.206000;10773.800000;1.0.2
1;14;11;256.610000;10436.600000;1.0.2
1;15;11;248.040000;10207.800000;1.0.2
1;16;11;239.742000;9818.600000;1.0.2
1;17;11;270.694000;11046.000000;1.0.2
1;18;11;295.008000;12093.200000;1.0.2
1;19;11;268.890000;10574.800000;1.0.2
1;20;11;251.420000;10377.000000;1.0.2
1;21;11;246.478000;10120.800000;1.0.2
1;22;11;251.138000;10349.800000;1.0.2
1;23;11;254.526000;10372.800000;1.0.2
1;24;11;267.462000;10904.800000;1.0.2
1;10;0;2.740000;152.400000;1.0.3
1;11;0;1.702000;142.200000;1.0.3
1;12;0;1.204000;149.600000;1.0.3
1;13;0;0.902000;77.800000;1.0.3
1;14;0;0.788000;64.200000;1.0.3
1;15;0;0.622000;78.600000;1.0.3
1;16;0;0.594000;78.000000;1.0.3
1;17;0;0.576000;78.800000;1.0.3
1;18;0;0.588000;79.000000;1.0.3
1;19;0;0.596000;79.000000;1.0.3
1;20;0;0.590000;78.400000;1.0.3
1;21;0;0.578000;78.600000;1.0.3
1;22;0;0.584000;79.400000;1.0.3
1;23;0;0.590000;94.200000;1.0.3
1;24;0;0.544000;78.600000;1.0.3
1;10;1;2.208000;182.000000;1.0.3
1;11;1;1.494000;116.200000;1.0.3
1;12;1;1.070000;94.000000;1.0.3
1;13;1;0.830000;78.400000;1.0.3
1;14;1;0.712000;78.600000;1.0.3
1;15;1;0.670000;79.600000;1.0.3
1;16;1;0.686000;79.000000;1.0.3
1;17;1;0.682000;85.600000;1.0.3
1;18;1;0.692000;78.600000;1.0.3
1;19;1;0.696000;79.800000;1.0.3
1;20;1;0.690000;79.400000;1.0.3
1;21;1;0.690000;79.400000;1.0.3
1;22;1;0.690000;78.600000;1.0.3
1;23;1;0.688000;79.600000;1.0.3
1;24;1;0.692000;79.400000;1.0.3
1;10;2;1.476000;150.600000;1.0.3
1;11;2;1.520000;133.200000;1.0.3
1;12;2;1.536000;148.600000;1.0.3
1;13;2;1.526000;152.200000;1.0.3
1;14;2;1.480000;142.000000;1.0.3
1;15;2;1.556000;137.800000;1.0.3
1;16;2;1.504000;145.800000;1.0.3
1;17;2;1.554000;124.400000;1.0.3
1;18;2;1.568000;162.000000;1.0.3
1;19;2;1.568000;147.000000;1.0.3
1;20;2;1.560000;161.400000;1.0.3
1;21;2;1.546000;142.600000;1.0.3
1;22;2;1.526000;133.000000;1.0.3
1;23;2;1.536000;131.000000;1.0.3
1;24;2;1.530000;134.800000;1.0.3
1;10;3;1.962000;156.400000;1.0.3
1;11;3;2.002000;164.000000;1.0.3
1;12;3;1.994000;179.200000;1.0.3
1;13;3;1.964000;156.800000;1.0.3
1;14;3;1.914000;147.800000;1.0.3
1;15;3;2.000000;202.400000;1.0.3
1;16;3;1.932000;148.800000;1.0.3
1;17;3;1.998000;145.000000;1.0.3
1;18;3;2.056000;179.800000;1.0.3
1;19;3;1.978000;193.600000;1.0.3
1;20;3;1.986000;164.600000;1.0.3
1;21;3;1.968000;142.400000;1.0.3
1;22;3;1.944000;153.600000;1.0.3
1;23;3;1.926000;159.800000;1.0.3
1;24;3;1.932000;159.600000;1.0.3
1;10;4;2.188000;173.600000;1.0.3
1;11;4;2.358000;174.400000;1.0.3
1;12;4;2.506000;189.600000;1.0.3
1;13;4;2.568000;180.000000;1.0.3
1;14;4;2.548000;195.200000;1.0.3
1;15;4;2.518000;191.000000;1.0.3
1;16;4;2.502000;176.200000;1.0.3
1;17;4;2.600000;193.600000;1.0.3
1;18;4;2.608000;172.000000;1.0.3
1;19;4;2.628000;215.600000;1.0.3
1;20;4;2.784000;192.600000;1.0.3
1;21;4;3.170000;197.400000;1.0.3
1;22;4;3.396000;243.200000;1.0.3
1;23;4;3.328000;247.200000;1.0.3
1;24;4;3.324000;230.800000;1.0.3
1;10;5;2.808000;210.400000;1.0.3
1;11;5;2.954000;232.800000;1.0.3
1;12;5;3.114000;235.800000;1.0.3
1;13;5;3.370000;242.400000;1.0.3
1;14;5;3.696000;263.800000;1.0.3
1;15;5;4.338000;283.400000;1.0.3
1;16;5;5.248000;296.000000;1.0.3
1;17;5;5.616000;338.400000;1.0.3
1;18;5;6.372000;374.600000;1.0.3
1;19;5;6.506000;385.000000;1.0.3
1;20;5;7.082000;383.600000;1.0.3
1;21;5;6.948000;373.800000;1.0.3
1;22;5;6.882000;381.200000;1.0.3
1;23;5;6.884000;404.200000;1.0.3
1;24;5;6.796000;393.800000;1.0.3
1;10;6;2.834000;181.200000;1.0.3
1;11;6;3.018000;239.200000;1.0.3
1;12;6;3.238000;205.800000;1.0.3
1;13;6;3.526000;223.800000;1.0.3
1;14;6;4.000000;277.200000;1.0.3
1;15;6;4.792000;309.600000;1.0.3
1;16;6;5.968000;335.200000;1.0.3
1;17;6;6.066000;332.200000;1.0.3
1;18;6;7.060000;383.000000;1.0.3
1;19;6;7.160000;380.000000;1.0.3
1;20;6;8.706000;457.000000;1.0.3
1;21;6;9.612000;490.200000;1.0.3
1;22;6;9.558000;490.000000;1.0.3
1;23;6;9.574000;510.000000;1.0.3
1;24;6;9.536000;491.400000;1.0.3
1;10;7;3.300000;219.200000;1.0.3
1;11;7;3.500000;222.000000;1.0.3
1;12;7;3.702000;220.600000;1.0.3
1;13;7;4.034000;276.400000;1.0.3
1;14;7;4.542000;257.400000;1.0.3
1;15;7;5.498000;325.600000;1.0.3
1;16;7;7.018000;378.000000;1.0.3
1;17;7;7.220000;371.400000;1.0.3
1;18;7;8.118000;447.000000;1.0.3
1;19;7;9.162000;481.000000;1.0.3
1;20;7;11.542000;577.600000;1.0.3
1;21;7;15.096000;742.200000;1.0.3
1;22;7;18.596000;919.000000;1.0.3
1;23;7;18.304000;896.400000;1.0.3
1;24;7;18.304000;875.400000;1.0.3
1;10;8;3.318000;239.000000;1.0.3
1;11;8;3.512000;211.600000;1.0.3
1;12;8;3.824000;245.200000;1.0.3
1;13;8;4.200000;294.600000;1.0.3
1;14;8;4.898000;304.400000;1.0.3
1;15;8;5.976000;351.200000;1.0.3
1;16;8;7.926000;429.800000;1.0.3
1;17;8;8.070000;437.000000;1.0.3
1;18;8;9.184000;495.600000;1.0.3
1;19;8;10.500000;537.800000;1.0.3
1;20;8;13.340000;639.000000;1.0.3
1;21;8;17.756000;843.400000;1.0.3
1;22;8;24.704000;1155.600000;1.0.3
1;23;8;33.880000;1530.200000;1.0.3
1;24;8;32.826000;1479.200000;1.0.3
1;10;9;4.162000;274.200000;1.0.3
1;11;9;4.350000;296.400000;1.0.3
1;12;9;4.604000;263.600000;1.0.3
1;13;9;5.138000;300.400000;1.0.3
1;14;9;5.824000;307.600000;1.0.3
1;15;9;6.910000;390.800000;1.0.3
1;16;9;8.370000;460.400000;1.0.3
1;17;9;9.878000;488.600000;1.0.3
1;18;9;11.410000;549.200000;1.0.3
1;19;9;12.658000;638.600000;1.0.3
1;20;9;16.066000;781.400000;1.0.3
1;21;9;22.320000;1014.800000;1.0.3
1;22;9;29.898000;1346.400000;1.0.3
1;23;9;63.596000;2711.000000;1.0.3
1;24;9;104.522000;4301.200000;1.0.3
1;10;10;128.800000;5244.000000;1.0.3
1;11;10;121.314000;4968.400000;1.0.3
1;12;10;114.678000;4751.800000;1.0.3
1;13;10;109.420000;4451.200000;1.0.3
1;14;10;104.656000;4295.600000;1.0.3
1;15;10;100.918000;4126.200000;1.0.3
1;16;10;97.434000;4025.800000;1.0.3
1;17;10;113.696000;4671.200000;1.0.3
1;18;10;106.870000;4420.000000;1.0.3
1;19;10;98.166000;4066.000000;1.0.3
1;20;10;99.670000;4146.800000;1.0.3
1;21;10;104.856000;4308.000000;1.0.3
1;22;10;115.450000;4719.400000;1.0.3
1;23;10;128.864000;5229.200000;1.0.3
1;24;10;141.322000;5786.200000;1.0.3
1;10;11;315.268000;12739.200000;1.0.3
1;11;11;298.136000;12059.200000;1.0.3
1;12;11;279.950000;11349.000000;1.0.3
1;13;11;268.222000;10945.200000;1.0.3
1;14;11;258.338000;10462.000000;1.0.3
1;15;11;249.240000;10114.000000;1.0.3
1;16;11;241.486000;9834.000000;1.0.3
1;17;11;275.404000;11282.600000;1.0.3
1;18;11;294.448000;12045.200000;1.0.3
1;19;11;268.750000;11027.200000;1.0.3
1;20;11;250.396000;10283.400000;1.0.3
1;21;11;246.322000;10200.600000;1.0.3
1;22;11;250.720000;10228.800000;1.0.3
1;23;11;257.080000;10423.600000;1.0.3
1;24;11;268.854000;10912.000000;1.0.3
1;10;0;2.710000;203.200000;1.0.4
1;11;0;1.728000;141.400000;1.0.4
1;12;0;1.208000;148.600000;1.0.4
1;13;0;0.890000;81.400000;1.0.4
1;14;0;0.772000;76.000000;1.0.4
1;15;0;0.584000;78.800000;1.0.4
1;16;0;0.562000;78.400000;1.0.4
1;17;0;0.578000;79.200000;1.0.4
1;18;0;0.584000;78.600000;1.0.4
1;19;0;0.576000;78.400000;1.0.4
1;20;0;0.568000;79.600000;1.0.4
1;21;0;0.570000;77.800000;1.0.4
1;22;0;0.576000;79.000000;1.0.4
1;23;0;0.576000;79.200000;1.0.4
1;24;0;0.568000;77.800000;1.0.4
1;10;1;2.230000;186.400000;1.0.4
1;11;1;1.500000;120.400000;1.0.4
1;12;1;1.072000;105.600000;1.0.4
1;13;1;0.854000;91.200000;1.0.4
1;14;1;0.730000;79.400000;1.0.4
1;15;1;0.696000;79.000000;1.0.4
1;16;1;0.694000;79.200000;1.0.4
1;17;1;0.690000;79.200000;1.0.4
1;18;1;0.684000;77.600000;1.0.4
1;19;1;0.688000;78.800000;1.0.4
1;20;1;0.680000;79.400000;1.0.4
1;21;1;0.660000;79.000000;1.0.4
1;22;1;0.694000;79.600000;1.0.4
1;23;1;0.684000;79.400000;1.0.4
1;24;1;0.690000;78.600000;1.0.4
1;10;2;1.498000;150.200000;1.0.4
1;11;2;1.522000;154.000000;1.0.4
1;12;2;1.530000;135.400000;1.0.4
1;13;2;1.506000;150.000000;1.0.4
1;14;2;1.492000;134.200000;1.0.4
1;15;2;1.564000;131.600000;1.0.4
1;16;2;1.528000;150.000000;1.0.4
1;17;2;1.554000;133.000000;1.0.4
1;18;2;1.564000;125.800000;1.0.4
1;19;2;1.562000;126.200000;1.0.4
1;20;2;1.556000;134.800000;1.0.4
1;21;2;1.544000;145.400000;1.0.4
1;22;2;1.542000;140.600000;1.0.4
1;23;2;1.536000;155.000000;1.0.4
1;24;2;1.524000;151.000000;1.0.4
1;10;3;1.958000;170.600000;1.0.4
1;11;3;1.964000;160.200000;1.0.4
1;12;3;1.986000;154.600000;1.0.4
1;13;3;1.952000;157.400000;1.0.4
1;14;3;1.924000;140.400000;1.0.4
1;15;3;2.010000;159.800000;1.0.4
1;16;3;1.916000;159.600000;1.0.4
1;17;3;1.972000;170.800000;1.0.4
1;18;3;1.992000;172.400000;1.0.4
1;19;3;1.990000;150.600000;1.0.4
1;20;3;1.990000;171.600000;1.0.4
1;21;3;1.960000;130.400000;1.0.4
1;22;3;1.938000;145.800000;1.0.4
1;23;3;1.940000;164.600000;1.0.4
1;24;3;1.920000;149.800000;1.0.4
1;10;4;2.192000;194.200000;1.0.4
1;11;4;2.362000;201.000000;1.0.4
1;12;4;2.498000;199.400000;1.0.4
1;13;4;2.566000;189.000000;1.0.4
1;14;4;2.568000;214.000000;1.0.4
1;15;4;2.526000;208.400000;1.0.4
1;16;4;2.502000;190.200000;1.0.4
1;17;4;2.616000;173.200000;1.0.4
1;18;4;2.630000;191.800000;1.0.4
1;19;4;2.616000;203.400000;1.0.4
1;20;4;2.810000;181.600000;1.0.4
1;21;4;3.258000;235.400000;1.0.4
1;22;4;3.386000;212.600000;1.0.4
1;23;4;3.322000;216.000000;1.0.4
1;24;4;3.318000;249.400000;1.0.4
1;10;5;2.816000;220.200000;1.0.4
1;11;5;2.948000;211.600000;1.0.4
1;12;5;3.122000;232.800000;1.0.4
1;13;5;3.370000;255.200000;1.0.4
1;14;5;3.742000;220.800000;1.0.4
1;15;5;4.346000;275.200000;1.0.4
1;16;5;5.256000;297.400000;1.0.4
1;17;5;5.626000;343.600000;1.0.4
1;18;5;6.414000;357.600000;1.0.4
1;19;5;6.546000;372.800000;1.0.4
1;20;5;7.066000;396.400000;1.0.4
1;21;5;6.936000;392.200000;1.0.4
1;22;5;6.876000;394.600000;1.0.4
1;23;5;6.818000;399.200000;1.0.4
1;24;5;6.792000;383.000000;1.0.4
1;10;6;2.844000;203.200000;1.0.4
1;11;6;3.022000;216.400000;1.0.4
1;12;6;3.246000;251.800000;1.0.4
1;13;6;3.538000;234.800000;1.0.4
1;14;6;4.010000;276.400000;1.0.4
1;15;6;4.792000;323.400000;1.0.4
1;16;6;5.940000;341.400000;1.0.4
1;17;6;6.070000;337.000000;1.0.4
1;18;6;7.118000;383.400000;1.0.4
1;19;6;7.114000;380.200000;1.0.4
1;20;6;8.732000;446.000000;1.0.4
1;21;6;9.624000;506.800000;1.0.4
1;22;6;9.596000;508.200000;1.0.4
1;23;6;9.578000;495.200000;1.0.4
1;24;6;9.518000;493.400000;1.0.4
1;10;7;3.316000;209.400000;1.0.4
1;11;7;3.492000;233.600000;1.0.4
1;12;7;3.720000;247.600000;1.0.4
1;13;7;4.044000;251.000000;1.0.4
1;14;7;4.552000;277.800000;1.0.4
1;15;7;5.506000;323.800000;1.0.4
1;16;7;7.026000;370.400000;1.0.4
1;17;7;7.230000;408.000000;1.0.4
1;18;7;8.078000;413.800000;1.0.4
1;19;7;9.098000;492.600000;1.0.4
1;20;7;11.544000;596.400000;1.0.4
1;21;7;15.074000;777.200000;1.0.4
1;22;7;18.340000;864.600000;1.0.4
1;23;7;18.414000;903.000000;1.0.4
1;24;7;18.412000;873.800000;1.0.4
1;10;8;3.318000;255.400000;1.0.4
1;11;8;3.494000;220.400000;1.0.4
1;12;8;3.814000;266.000000;1.0.4
1;13;8;4.216000;274.400000;1.0.4
1;14;8;4.870000;316.400000;1.0.4
1;15;8;5.978000;356.400000;1.0.4
1;16;8;7.902000;416.000000;1.0.4
1;17;8;8.074000;438.600000;1.0.4
1;18;8;9.184000;485.200000;1.0.4
1;19;8;10.464000;558.800000;1.0.4
1;20;8;13.272000;637.400000;1.0.4
1;21;8;17.874000;877.200000;1.0.4
1;22;8;24.822000;1164.000000;1.0.4
1;23;8;32.890000;1475.000000;1.0.4
1;24;8;32.800000;1476.000000;1.0.4
1;10;9;4.186000;264.000000;1.0.4
1;11;9;4.402000;277.800000;1.0.4
1;12;9;4.622000;271.400000;1.0.4
1;13;9;5.124000;329.000000;1.0.4
1;14;9;5.812000;365.000000;1.0.4
1;15;9;6.906000;390.400000;1.0.4
1;16;9;8.348000;446.200000;1.0.4
1;17;9;9.934000;515.800000;1.0.4
1;18;9;11.432000;590.200000;1.0.4
1;19;9;12.702000;633.000000;1.0.4
1;20;9;16.006000;768.400000;1.0.4
1;21;9;21.980000;1036.000000;1.0.4
1;22;9;31.118000;1397.400000;1.0.4
1;23;9;64.366000;2706.600000;1.0.4
1;24;9;104.100000;4307.400000;1.0.4
1;10;10;130.158000;5302.800000;1.0.4
1;11;10;122.272000;5068.000000;1.0.4
1;12;10;116.002000;4754.600000;1.0.4
1;13;10;110.614000;4544.400000;1.0.4
1;14;10;106.098000;4358.000000;1.0.4
1;15;10;102.428000;4244.600000;1.0.4
1;16;10;98.838000;4058.400000;1.0.4
1;17;10;115.324000;4747.800000;1.0.4
1;18;10;108.550000;4497.800000;1.0.4
1;19;10;99.480000;4169.000000;1.0.4
1;20;10;100.430000;4179.200000;1.0.4
1;21;10;106.216000;4405.800000;1.0.4
1;22;10;117.040000;4795.600000;1.0.4
1;23;10;129.826000;5300.600000;1.0.4
1;24;10;143.056000;5804.200000;1.0.4
1;10;11;314.750000;12811.400000;1.0.4
1;11;11;298.100000;12084.400000;1.0.4
1;12;11;280.276000;11496.200000;1.0.4
1;13;11;268.226000;10919.600000;1.0.4
1;14;11;258.542000;10555.200000;1.0.4
1;15;11;248.970000;10133.600000;1.0.4
1;16;11;240.838000;9921.200000;1.0.4
1;17;11;275.672000;11222.800000;1.0.4
1;18;11;294.728000;12158.400000;1.0.4
1;19;11;269.006000;11118.200000;1.0.4
1;20;11;250.556000;10325.600000;1.0.4
1;21;11;246.482000;10122.000000;1.0.4
1;22;11;251.224000;10287.600000;1.0.4
1;23;11;258.282000;10534.400000;1.0.4
