root;WindowSize;CompressionLevel;performance;energy;revision
1;24;11;272.354000;11118.200000;1.0.4
1;10;0;2.738000;183.000000;1.0.5
1;11;0;1.728000;143.200000;1.0.5
1;12;0;1.194000;147.200000;1.0.5
1;13;0;0.874000;76.600000;1.0.5
1;14;0;0.772000;74.400000;1.0.5
1;15;0;0.594000;76.800000;1.0.5
1;16;0;0.588000;79.000000;1.0.5
1;17;0;0.560000;78.600000;1.0.5
1;18;0;0.568000;78.600000;1.0.5
1;19;0;0.568000;79.000000;1.0.5
1;20;0;0.576000;79.000000;1.0.5
1;21;0;0.564000;78.400000;1.0.5
1;22;0;0.598000;77.600000;1.0.5
1;23;0;0.582000;78.800000;1.0.5
1;24;0;0.572000;91.400000;1.0.5
1;10;1;2.396000;198.600000;1.0.5
1;11;1;1.624000;149.400000;1.0.5
1;12;1;1.170000;134.000000;1.0.5
1;13;1;0.944000;122.000000;1.0.5
1;14;1;0.822000;103.800000;1.0.5
1;15;1;0.802000;94.000000;1.0.5
1;16;1;0.686000;78.800000;1.0.5
1;17;1;0.742000;78.800000;1.0.5
1;18;1;0.768000;76.400000;1.0.5
1;19;1;0.818000;104.600000;1.0.5
1;20;1;0.796000;108.800000;1.0.5
1;21;1;0.808000;106.000000;1.0.5
1;22;1;0.806000;98.800000;1.0.5
1;23;1;0.804000;110.800000;1.0.5
1;24;1;0.824000;94.000000;1.0.5
1;10;2;1.484000;123.800000;1.0.5
1;11;2;1.506000;145.200000;1.0.5
1;12;2;1.536000;155.600000;1.0.5
1;13;2;1.512000;132.200000;1.0.5
1;14;2;1.486000;139.800000;1.0.5
1;15;2;1.546000;138.800000;1.0.5
1;16;2;1.512000;153.200000;1.0.5
1;17;2;1.550000;152.000000;1.0.5
1;18;2;1.594000;144.000000;1.0.5
1;19;2;1.574000;160.800000;1.0.5
1;20;2;1.572000;155.200000;1.0.5
1;21;2;1.560000;121.800000;1.0.5
1;22;2;1.552000;151.800000;1.0.5
1;23;2;1.556000;147.600000;1.0.5
1;24;2;1.536000;154.600000;1.0.5
1;10;3;1.970000;168.600000;1.0.5
1;11;3;1.986000;182.200000;1.0.5
1;12;3;1.990000;165.400000;1.0.5
1;13;3;1.952000;168.800000;1.0.5
1;14;3;1.908000;178.000000;1.0.5
1;15;3;2.012000;188.400000;1.0.5
1;16;3;1.922000;180.400000;1.0.5
1;17;3;1.978000;158.600000;1.0.5
1;18;3;2.012000;182.200000;1.0.5
1;19;3;2.004000;177.800000;1.0.5
1;20;3;2.006000;161.800000;1.0.5
1;21;3;1.956000;161.200000;1.0.5
1;22;3;1.942000;175.000000;1.0.5
1;23;3;1.942000;167.000000;1.0.5
1;24;3;1.924000;161.200000;1.0.5
1;10;4;2.196000;183.000000;1.0.5
1;11;4;2.370000;195.200000;1.0.5
1;12;4;2.496000;164.800000;1.0.5
1;13;4;2.562000;190.000000;1.0.5
1;14;4;2.576000;187.600000;1.0.5
1;15;4;2.548000;162.200000;1.0.5
1;16;4;2.500000;206.200000;1.0.5
1;17;4;2.654000;181.600000;1.0.5
1;18;4;2.622000;198.600000;1.0.5
1;19;4;2.654000;212.000000;1.0.5
1;20;4;2.792000;220.000000;1.0.5
1;21;4;3.248000;219.200000;1.0.5
1;22;4;3.416000;219.200000;1.0.5
1;23;4;3.378000;235.000000;1.0.5
1;24;4;3.390000;207.800000;1.0.5
1;10;5;2.816000;210.400000;1.0.5
1;11;5;2.942000;214.200000;1.0.5
1;12;5;3.114000;234.200000;1.0.5
1;13;5;3.356000;235.400000;1.0.5
1;14;5;3.742000;252.800000;1.0.5
1;15;5;4.328000;254.400000;1.0.5
1;16;5;5.248000;328.000000;1.0.5
1;17;5;5.624000;325.400000;1.0.5
1;18;5;6.378000;367.200000;1.0.5
1;19;5;6.554000;364.600000;1.0.5
1;20;5;7.074000;387.000000;1.0.5
1;21;5;6.928000;396.200000;1.0.5
1;22;5;6.860000;410.600000;1.0.5
1;23;5;6.878000;404.000000;1.0.5
1;24;5;6.832000;381.200000;1.0.5
1;10;6;2.846000;169.000000;1.0.5
1;11;6;3.002000;236.800000;1.0.5
1;12;6;3.230000;222.600000;1.0.5
1;13;6;3.514000;251.200000;1.0.5
1;14;6;3.986000;255.000000;1.0.5
1;15;6;4.802000;320.000000;1.0.5
1;16;6;5.956000;320.000000;1.0.5
1;17;6;6.078000;374.600000;1.0.5
1;18;6;7.078000;371.400000;1.0.5
1;19;6;7.226000;414.600000;1.0.5
1;20;6;8.784000;468.600000;1.0.5
1;21;6;9.698000;495.800000;1.0.5
1;22;6;9.792000;517.000000;1.0.5
1;23;6;9.790000;544.400000;1.0.5
1;24;6;9.628000;506.000000;1.0.5
1;10;7;3.298000;219.200000;1.0.5
1;11;7;3.478000;247.400000;1.0.5
1;12;7;3.728000;260.200000;1.0.5
1;13;7;4.034000;258.400000;1.0.5
1;14;7;4.542000;302.200000;1.0.5
1;15;7;5.490000;336.000000;1.0.5
1;16;7;7.046000;393.800000;1.0.5
1;17;7;7.236000;399.000000;1.0.5
1;18;7;8.098000;444.200000;1.0.5
1;19;7;9.204000;478.800000;1.0.5
1;20;7;11.434000;582.000000;1.0.5
1;21;7;15.300000;745.200000;1.0.5
1;22;7;18.908000;901.400000;1.0.5
1;23;7;18.698000;881.000000;1.0.5
1;24;7;18.576000;897.200000;1.0.5
1;10;8;3.322000;222.800000;1.0.5
1;11;8;3.502000;215.200000;1.0.5
1;12;8;3.806000;263.400000;1.0.5
1;13;8;4.208000;247.400000;1.0.5
1;14;8;4.854000;315.000000;1.0.5
1;15;8;5.974000;351.600000;1.0.5
1;16;8;7.906000;424.400000;1.0.5
1;17;8;8.032000;439.200000;1.0.5
1;18;8;9.214000;496.000000;1.0.5
1;19;8;10.420000;551.400000;1.0.5
1;20;8;13.394000;671.200000;1.0.5
1;21;8;18.192000;863.000000;1.0.5
1;22;8;25.550000;1199.000000;1.0.5
1;23;8;35.826000;1617.400000;1.0.5
1;24;8;33.946000;1504.000000;1.0.5
1;10;9;4.124000;237.600000;1.0.5
1;11;9;4.286000;283.000000;1.0.5
1;12;9;4.560000;292.800000;1.0.5
1;13;9;5.114000;316.200000;1.0.5
1;14;9;5.806000;324.200000;1.0.5
1;15;9;6.908000;386.800000;1.0.5
1;16;9;8.356000;452.400000;1.0.5
1;17;9;9.882000;525.800000;1.0.5
1;18;9;11.514000;582.400000;1.0.5
1;19;9;12.634000;606.400000;1.0.5
1;20;9;15.988000;778.600000;1.0.5
1;21;9;20.840000;966.600000;1.0.5
1;22;9;29.612000;1354.400000;1.0.5
1;23;9;64.306000;2719.200000;1.0.5
1;24;9;100.392000;4218.000000;1.0.5
1;10;10;130.068000;5423.800000;1.0.5
1;11;10;122.316000;5163.200000;1.0.5
1;12;10;116.240000;4821.400000;1.0.5
1;13;10;110.434000;4613.000000;1.0.5
1;14;10;105.938000;4398.000000;1.0.5
1;15;10;102.194000;4306.000000;1.0.5
1;16;10;98.712000;4116.400000;1.0.5
1;17;10;115.718000;4825.400000;1.0.5
1;18;10;108.210000;4507.600000;1.0.5
1;19;10;98.768000;4151.800000;1.0.5
1;20;10;100.446000;4218.000000;1.0.5
1;21;10;105.912000;4421.200000;1.0.5
1;22;10;116.096000;4765.000000;1.0.5
1;23;10;129.882000;5361.200000;1.0.5
1;24;10;142.404000;5782.200000;1.0.5
1;10;11;316.728000;12964.600000;1.0.5
1;11;11;300.092000;12368.200000;1.0.5
1;12;11;282.244000;11673.800000;1.0.5
1;13;11;270.568000;11118.600000;1.0.5
1;14;11;260.692000;10744.600000;1.0.5
1;15;11;251.266000;10318.000000;1.0.5
1;16;11;243.792000;10088.200000;1.0.5
1;17;11;277.956000;11423.000000;1.0.5
1;18;11;295.020000;12073.200000;1.0.5
1;19;11;269.634000;11094.400000;1.0.5
1;20;11;251.102000;10447.400000;1.0.5
1;21;11;247.282000;10185.200000;1.0.5
1;22;11;252.468000;10421.000000;1.0.5
1;23;11;259.994000;10624.600000;1.0.5
1;24;11;274.052000;11284.800000;1.0.5
1;10;0;2.732000;205.000000;1.0.6
1;11;0;1.728000;138.400000;1.0.6
1;12;0;1.208000;149.200000;1.0.6
1;13;0;0.900000;126.200000;1.0.6
1;14;0;0.782000;103.000000;1.0.6
1;15;0;0.620000;76.600000;1.0.6
1;16;0;0.592000;78.200000;1.0.6
1;17;0;0.560000;78.800000;1.0.6
1;18;0;0.586000;78.800000;1.0.6
1;19;0;0.596000;77.200000;1.0.6
1;20;0;0.576000;79.000000;1.0.6
1;21;0;0.572000;78.200000;1.0.6
1;22;0;0.592000;79.000000;1.0.6
1;23;0;0.594000;79.400000;1.0.6
1;24;0;0.588000;78.600000;1.0.6
1;10;1;2.398000;208.200000;1.0.6
1;11;1;1.616000;128.400000;1.0.6
1;12;1;1.164000;144.000000;1.0.6
1;13;1;0.956000;136.200000;1.0.6
1;14;1;0.840000;109.600000;1.0.6
1;15;1;0.794000;89.000000;1.0.6
1;16;1;0.726000;93.000000;1.0.6
1;17;1;0.756000;78.400000;1.0.6
1;18;1;0.778000;79.000000;1.0.6
1;19;1;0.826000;79.200000;1.0.6
1;20;1;0.818000;77.200000;1.0.6
1;21;1;0.816000;116.400000;1.0.6
1;22;1;0.820000;110.600000;1.0.6
1;23;1;0.816000;95.600000;1.0.6
1;24;1;0.814000;94.800000;1.0.6
1;10;2;1.502000;131.000000;1.0.6
1;11;2;1.530000;156.200000;1.0.6
1;12;2;1.540000;154.000000;1.0.6
1;13;2;1.520000;145.600000;1.0.6
1;14;2;1.500000;155.800000;1.0.6
1;15;2;1.562000;170.000000;1.0.6
1;16;2;1.548000;132.400000;1.0.6
1;17;2;1.558000;125.800000;1.0.6
1;18;2;1.594000;121.800000;1.0.6
1;19;2;1.582000;158.600000;1.0.6
1;20;2;1.598000;127.400000;1.0.6
1;21;2;1.566000;132.000000;1.0.6
1;22;2;1.552000;162.000000;1.0.6
1;23;2;1.554000;155.000000;1.0.6
1;24;2;1.550000;132.000000;1.0.6
1;10;3;1.968000;207.800000;1.0.6
1;11;3;1.982000;196.600000;1.0.6
1;12;3;1.994000;171.800000;1.0.6
1;13;3;1.960000;184.600000;1.0.6
1;14;3;1.926000;195.800000;1.0.6
1;15;3;2.006000;208.400000;1.0.6
1;16;3;1.944000;187.400000;1.0.6
1;17;3;1.988000;207.400000;1.0.6
1;18;3;2.028000;164.400000;1.0.6
1;19;3;2.022000;196.800000;1.0.6
1;20;3;2.004000;208.200000;1.0.6
1;21;3;1.984000;181.200000;1.0.6
1;22;3;1.956000;216.200000;1.0.6
1;23;3;1.950000;190.400000;1.0.6
1;24;3;1.926000;192.000000;1.0.6
1;10;4;2.218000;178.600000;1.0.6
1;11;4;2.434000;198.000000;1.0.6
1;12;4;2.520000;149.600000;1.0.6
1;13;4;2.562000;199.200000;1.0.6
1;14;4;2.600000;200.600000;1.0.6
1;15;4;2.566000;202.800000;1.0.6
1;16;4;2.534000;199.800000;1.0.6
1;17;4;2.640000;201.400000;1.0.6
1;18;4;2.646000;202.400000;1.0.6
1;19;4;2.686000;209.000000;1.0.6
1;20;4;2.880000;197.000000;1.0.6
1;21;4;3.304000;217.200000;1.0.6
1;22;4;3.486000;263.000000;1.0.6
1;23;4;3.420000;250.200000;1.0.6
1;24;4;3.424000;256.600000;1.0.6
1;10;5;2.802000;199.800000;1.0.6
1;11;5;2.938000;226.000000;1.0.6
1;12;5;3.120000;216.400000;1.0.6
1;13;5;3.354000;206.400000;1.0.6
1;14;5;3.746000;270.000000;1.0.6
1;15;5;4.336000;289.800000;1.0.6
1;16;5;5.260000;300.600000;1.0.6
1;17;5;5.636000;334.400000;1.0.6
1;18;5;6.420000;377.600000;1.0.6
1;19;5;6.560000;372.000000;1.0.6
1;20;5;7.088000;390.200000;1.0.6
1;21;5;6.938000;375.200000;1.0.6
1;22;5;6.858000;399.000000;1.0.6
1;23;5;6.790000;396.000000;1.0.6
1;24;5;6.806000;401.800000;1.0.6
1;10;6;2.854000;235.800000;1.0.6
1;11;6;3.020000;229.000000;1.0.6
1;12;6;3.234000;239.800000;1.0.6
1;13;6;3.544000;245.200000;1.0.6
1;14;6;3.984000;271.000000;1.0.6
1;15;6;4.788000;308.800000;1.0.6
1;16;6;5.968000;347.400000;1.0.6
1;17;6;6.060000;342.800000;1.0.6
1;18;6;7.128000;424.400000;1.0.6
1;19;6;7.240000;423.200000;1.0.6
1;20;6;8.778000;482.600000;1.0.6
1;21;6;9.856000;521.800000;1.0.6
1;22;6;9.722000;528.600000;1.0.6
1;23;6;9.774000;535.600000;1.0.6
1;24;6;9.696000;514.800000;1.0.6
1;10;7;3.324000;221.600000;1.0.6
1;11;7;3.498000;228.200000;1.0.6
1;12;7;3.704000;257.000000;1.0.6
1;13;7;4.036000;265.200000;1.0.6
1;14;7;4.540000;297.200000;1.0.6
1;15;7;5.504000;341.800000;1.0.6
1;16;7;7.038000;403.600000;1.0.6
1;17;7;7.252000;425.600000;1.0.6
1;18;7;8.138000;461.400000;1.0.6
1;19;7;9.228000;493.200000;1.0.6
1;20;7;11.676000;608.000000;1.0.6
1;21;7;15.362000;742.400000;1.0.6
1;22;7;18.822000;893.400000;1.0.6
1;23;7;19.146000;921.200000;1.0.6
1;24;7;18.868000;907.800000;1.0.6
1;10;8;3.318000;220.800000;1.0.6
1;11;8;3.500000;242.000000;1.0.6
1;12;8;3.794000;264.400000;1.0.6
1;13;8;4.210000;266.000000;1.0.6
1;14;8;4.864000;333.800000;1.0.6
1;15;8;5.994000;318.600000;1.0.6
1;16;8;7.928000;413.600000;1.0.6
1;17;8;8.124000;445.800000;1.0.6
1;18;8;9.186000;489.800000;1.0.6
1;19;8;10.432000;526.200000;1.0.6
1;20;8;13.444000;699.600000;1.0.6
1;21;8;18.180000;873.800000;1.0.6
1;22;8;26.048000;1205.600000;1.0.6
1;23;8;34.282000;1547.200000;1.0.6
1;24;8;35.976000;1623.600000;1.0.6
1;10;9;4.140000;260.800000;1.0.6
1;11;9;4.258000;260.200000;1.0.6
1;12;9;4.578000;312.600000;1.0.6
1;13;9;5.128000;326.000000;1.0.6
1;14;9;5.834000;350.000000;1.0.6
1;15;9;6.920000;382.600000;1.0.6
1;16;9;8.370000;473.400000;1.0.6
1;17;9;9.876000;540.600000;1.0.6
1;18;9;11.416000;557.800000;1.0.6
1;19;9;12.720000;622.000000;1.0.6
1;20;9;16.050000;807.400000;1.0.6
1;21;9;21.292000;1002.000000;1.0.6
1;22;9;30.154000;1389.400000;1.0.6
1;23;9;65.136000;2744.000000;1.0.6
1;24;9;104.716000;4332.200000;1.0.6
1;10;10;130.110000;5468.800000;1.0.6
1;11;10;122.140000;5140.800000;1.0.6
1;12;10;115.712000;4843.800000;1.0.6
1;13;10;110.306000;4578.800000;1.0.6
1;14;10;105.712000;4404.000000;1.0.6
1;15;10;101.834000;4281.600000;1.0.6
1;16;10;98.374000;4118.800000;1.0.6
1;17;10;115.056000;4798.400000;1.0.6
1;18;10;108.264000;4568.200000;1.0.6
1;19;10;98.686000;4135.800000;1.0.6
1;20;10;100.680000;4233.000000;1.0.6
1;21;10;105.908000;4393.400000;1.0.6
1;22;10;116.690000;4832.600000;1.0.6
1;23;10;130.222000;5376.600000;1.0.6
1;24;10;142.326000;5837.400000;1.0.6
1;10;11;315.918000;12965.200000;1.0.6
1;11;11;299.140000;12300.400000;1.0.6
1;12;11;281.500000;11665.600000;1.0.6
1;13;11;269.298000;11131.000000;1.0.6
1;14;11;259.344000;10668.200000;1.0.6
1;15;11;249.932000;10299.600000;1.0.6
1;16;11;242.802000;10017.600000;1.0.6
1;17;11;276.984000;11529.000000;1.0.6
1;18;11;295.244000;12179.400000;1.0.6
1;19;11;270.158000;11139.800000;1.0.6
1;20;11;251.984000;10466.000000;1.0.6
1;21;11;248.294000;10336.000000;1.0.6
1;22;11;253.112000;10469.200000;1.0.6
1;23;11;260.544000;10684.800000;1.0.6
1;24;11;274.840000;11229.200000;1.0.6
1;10;0;2.724000;115.400000;1.0.7
1;11;0;1.692000;144.600000;1.0.7
1;12;0;1.190000;147.000000;1.0.7
1;13;0;0.872000;100.200000;1.0.7
1;14;0;0.764000;77.400000;1.0.7
1;15;0;0.606000;77.200000;1.0.7
1;16;0;0.574000;77.600000;1.0.7
1;17;0;0.560000;77.000000;1.0.7
1;18;0;0.558000;77.400000;1.0.7
1;19;0;0.566000;77.800000;1.0.7
1;20;0;0.566000;78.200000;1.0.7
1;21;0;0.570000;78.000000;1.0.7
1;22;0;0.572000;77.600000;1.0.7
1;23;0;0.566000;78.000000;1.0.7
1;24;0;0.572000;77.200000;1.0.7
1;10;1;2.376000;205.800000;1.0.7
1;11;1;1.612000;160.800000;1.0.7
1;12;1;1.164000;120.800000;1.0.7
1;13;1;0.936000;104.800000;1.0.7
1;14;1;0.822000;108.800000;1.0.7
1;15;1;0.780000;77.600000;1.0.7
1;16;1;0.676000;78.200000;1.0.7
1;17;1;0.728000;78.800000;1.0.7
1;18;1;0.774000;77.800000;1.0.7
1;19;1;0.810000;93.800000;1.0.7
1;20;1;0.830000;104.000000;1.0.7
1;21;1;0.806000;105.800000;1.0.7
1;22;1;0.812000;93.200000;1.0.7
1;23;1;0.828000;126.000000;1.0.7
1;24;1;0.800000;91.400000;1.0.7
1;10;2;1.468000;146.800000;1.0.7
1;11;2;1.512000;108.800000;1.0.7
1;12;2;1.524000;129.600000;1.0.7
1;13;2;1.504000;137.600000;1.0.7
1;14;2;1.486000;148.600000;1.0.7
1;15;2;1.562000;139.400000;1.0.7
1;16;2;1.526000;150.200000;1.0.7
1;17;2;1.560000;120.200000;1.0.7
1;18;2;1.580000;150.400000;1.0.7
1;19;2;1.572000;153.400000;1.0.7
1;20;2;1.578000;158.000000;1.0.7
1;21;2;1.546000;155.000000;1.0.7
1;22;2;1.542000;159.400000;1.0.7
1;23;2;1.534000;143.200000;1.0.7
1;24;2;1.540000;145.800000;1.0.7
1;10;3;1.948000;164.200000;1.0.7
1;11;3;1.976000;167.200000;1.0.7
1;12;3;1.974000;164.000000;1.0.7
1;13;3;1.954000;160.200000;1.0.7
1;14;3;1.918000;156.400000;1.0.7
1;15;3;1.998000;169.200000;1.0.7
1;16;3;1.930000;178.600000;1.0.7
1;17;3;1.982000;158.000000;1.0.7
1;18;3;2.000000;168.200000;1.0.7
1;19;3;1.992000;171.600000;1.0.7
1;20;3;1.992000;159.800000;1.0.7
1;21;3;1.940000;173.000000;1.0.7
1;22;3;1.958000;165.400000;1.0.7
1;23;3;1.926000;130.000000;1.0.7
1;24;3;1.932000;151.800000;1.0.7
1;10;4;2.162000;195.800000;1.0.7
1;11;4;2.374000;192.200000;1.0.7
1;12;4;2.508000;220.600000;1.0.7
1;13;4;2.564000;187.000000;1.0.7
1;14;4;2.532000;219.800000;1.0.7
1;15;4;2.526000;194.000000;1.0.7
1;16;4;2.542000;173.400000;1.0.7
1;17;4;2.624000;189.800000;1.0.7
1;18;4;2.620000;192.200000;1.0.7
1;19;4;2.622000;210.400000;1.0.7
1;20;4;2.780000;210.800000;1.0.7
1;21;4;3.166000;219.600000;1.0.7
1;22;4;3.396000;245.000000;1.0.7
1;23;4;3.396000;243.400000;1.0.7
1;24;4;3.274000;227.800000;1.0.7
1;10;5;2.810000;211.600000;1.0.7
1;11;5;2.942000;229.400000;1.0.7
1;12;5;3.122000;234.400000;1.0.7
1;13;5;3.362000;235.000000;1.0.7
1;14;5;3.744000;249.200000;1.0.7
1;15;5;4.362000;259.800000;1.0.7
1;16;5;5.248000;304.200000;1.0.7
1;17;5;5.574000;346.800000;1.0.7
1;18;5;6.344000;326.800000;1.0.7
1;19;5;6.448000;355.400000;1.0.7
1;20;5;6.832000;383.800000;1.0.7
1;21;5;6.832000;373.400000;1.0.7
1;22;5;6.706000;390.600000;1.0.7
1;23;5;6.728000;400.000000;1.0.7
1;24;5;6.696000;400.200000;1.0.7
1;10;6;2.846000;192.400000;1.0.7
1;11;6;3.020000;227.600000;1.0.7
1;12;6;3.230000;227.400000;1.0.7
1;13;6;3.544000;203.800000;1.0.7
1;14;6;4.004000;273.400000;1.0.7
1;15;6;4.794000;313.600000;1.0.7
1;16;6;5.908000;313.600000;1.0.7
1;17;6;5.956000;365.400000;1.0.7
1;18;6;7.024000;368.200000;1.0.7
1;19;6;7.106000;387.200000;1.0.7
1;20;6;8.524000;465.000000;1.0.7
1;21;6;9.436000;498.400000;1.0.7
1;22;6;9.380000;510.000000;1.0.7
1;23;6;9.344000;476.400000;1.0.7
1;24;6;9.346000;477.400000;1.0.7
1;10;7;3.332000;245.000000;1.0.7
1;11;7;3.490000;228.400000;1.0.7
1;12;7;3.726000;230.400000;1.0.7
1;13;7;4.042000;284.400000;1.0.7
1;14;7;4.532000;291.800000;1.0.7
1;15;7;5.470000;298.400000;1.0.7
1;16;7;6.962000;381.200000;1.0.7
1;17;7;7.186000;383.800000;1.0.7
1;18;7;8.068000;423.800000;1.0.7
1;19;7;9.008000;481.200000;1.0.7
1;20;7;11.362000;584.200000;1.0.7
1;21;7;14.858000;707.400000;1.0.7
1;22;7;17.874000;844.600000;1.0.7
1;23;7;18.000000;834.600000;1.0.7
1;24;7;17.904000;853.400000;1.0.7
1;10;8;3.326000;234.000000;1.0.7
1;11;8;3.520000;247.000000;1.0.7
1;12;8;3.828000;263.000000;1.0.7
1;13;8;4.200000;247.200000;1.0.7
1;14;8;4.852000;314.600000;1.0.7
1;15;8;5.958000;333.200000;1.0.7
1;16;8;7.904000;393.600000;1.0.7
1;17;8;8.084000;450.600000;1.0.7
1;18;8;9.218000;481.800000;1.0.7
1;19;8;10.294000;526.200000;1.0.7
1;20;8;13.128000;647.400000;1.0.7
1;21;8;17.466000;845.600000;1.0.7
1;22;8;24.102000;1119.000000;1.0.7
1;23;8;33.182000;1462.400000;1.0.7
1;24;8;31.862000;1389.200000;1.0.7
1;10;9;4.178000;273.600000;1.0.7
1;11;9;4.324000;282.800000;1.0.7
1;12;9;4.652000;284.200000;1.0.7
1;13;9;5.126000;294.200000;1.0.7
1;14;9;5.826000;329.800000;1.0.7
1;15;9;6.872000;385.200000;1.0.7
1;16;9;8.302000;418.800000;1.0.7
1;17;9;9.820000;511.600000;1.0.7
1;18;9;11.440000;583.200000;1.0.7
1;19;9;12.520000;621.000000;1.0.7
1;20;9;15.688000;745.400000;1.0.7
1;21;9;20.412000;952.600000;1.0.7
1;22;9;27.712000;1236.600000;1.0.7
1;23;9;57.904000;2480.000000;1.0.7
1;24;9;94.870000;3960.200000;1.0.7
1;10;10;128.586000;5311.800000;1.0.7
1;11;10;120.520000;4959.200000;1.0.7
1;12;10;114.728000;4716.600000;1.0.7
1;13;10;109.504000;4516.600000;1.0.7
1;14;10;104.738000;4309.800000;1.0.7
1;15;10;100.798000;4217.400000;1.0.7
1;16;10;97.600000;4021.200000;1.0.7
1;17;10;114.006000;4699.200000;1.0.7
1;18;10;107.450000;4432.600000;1.0.7
1;19;10;98.028000;4108.600000;1.0.7
1;20;10;99.820000;4146.600000;1.0.7
1;21;10;104.790000;4316.400000;1.0.7
1;22;10;115.208000;4710.200000;1.0.7
1;23;10;128.420000;5203.600000;1.0.7
1;24;10;140.310000;5679.200000;1.0.7
1;10;11;314.332000;12845.200000;1.0.7
1;11;11;298.076000;12260.400000;1.0.7
1;12;11;280.036000;11420.600000;1.0.7
1;13;11;267.998000;10932.400000;1.0.7
1;14;11;257.684000;10515.800000;1.0.7
1;15;11;249.030000;10146.000000;1.0.7
1;16;11;241.376000;9942.200000;1.0.7
1;17;11;276.124000;11280.400000;1.0.7
1;18;11;294.848000;12141.600000;1.0.7
1;19;11;268.490000;10919.800000;1.0.7
1;20;11;249.910000;10349.400000;1.0.7
1;21;11;246.196000;10079.200000;1.0.7
1;22;11;251.068000;10237.200000;1.0.7
1;23;11;258.134000;10488.400000;1.0.7
1;24;11;271.684000;11101.200000;1.0.7
